sample,function,label,source,cosine_dist_to_real,dist_bucket
"Look, look, you're ",AS,,real,,
 He paid a debt which he did not owe because we are a debt that we will never be able to pay.,DIR,,real,,
i need to go over there and just drive around and look it's,AS,,real,,
"erm My inclination would be to those people who phone up and say ‘look, I borrowed your kit and I can't work out whether the red plug goes in the blue hole’ or whatever, to say, ‘Well, tough’you know",AS,,real,,
"Sometimes the grown-ups say ‘well, look, this is just not the type of thing I want my child even to know about.",AS,,real,,
Well look er Th this was more or,AS,,real,,
"And he uses a picture, he says, look, you're gonna come and you're, you're drawing this water  and you're gonna come back tomorrow and get some more, and the next day you'll come with your jugs and have some more water, and that's the story of your life, coming back again, and again, and again  but the, the water that I will give you, that won't be an external source outside of you, that's gonna be within you!",AS,,real,,
"Go and talk to them and say look, this is what we can provide to you.",AS,,real,,
but i can't my sister said look yknow you're not gonna change,AS,,real,,
"Of course you w of course you would Of course you would and it may be that what you will have to say is, Well look, erm I gave you the four per cent on the on the precision types and that that really has to stay, but by the time we by the time we've done all the analysis on the er on the popular metrics, it will work out that it is is is only two per cent.",DM,,real,,
"look in early nineteen forty eight  where we are,wh where the land reform process had taken the Communist Party  tt and then we could begin to look forward to  where policy was going to go from there in terms of the military, political, economic, ideological future  and what I'm going to do today to, to begin with anyway is, is to just consider where we are and where it is we're gonna go and in a sense we could, it might be helpful to, to put ourselves back in a position of being the central committee again",AS,,real,,
". that cadres would, would, would go into a village and they would say look erm  that is the normal yield for that bit of land.",AS,,real,,
"And their answer of course is, look, here was erm, there's no political or historical reason, because Wilson had all the cards in his hand.",AS,,real,,
"The this problem with the detector, it's another level of subcontracting down  and er  if you you're buying a piece of equipment of this kind from a  a consortium  er essentially you can't dictate to him precisely who he's going to use to supply the components for that system and er it is  the problem came to the notice of officials when the consortium came forward and and said look, we we've got these terms in our contract er concerning  detection range and so on and er we may not be able to meet those, er so we questioned the reasons and  then of course they revealed that they were having problems with the supplier.",AS,,real,,
"Gosh, balm cake doesn't have any essence at all, you know, erm that'll be astonishing finding is, whereas your point is, look it might just be some of all these things in some proportion or some ratio.",AS,,real,,
"He said, Look, I'm his Dad, what did you pay the others?",AS,,real,,
"Come on look, I'm listening!",AS,,real,,
and then say well look the reason why I'm here is this,AS,,real,,
So one of the things about qualifying er the surgery when you walk into them and say well look you know about the hundred pound per full page,AS,,real,,
"Well look, let's stand back",DM,,real,,
"Cos they would be going to their coach, or team or what have you, and saying, Look we want to.",AS,,real,,
No I haven't done anything yet I'm on. Look I can't do it!,AS,,real,,
"And so what it does after the first ten minutes, it says, look I've had enough of this, what's the grey haired old bugger on about now, oh ,",AS,,real,,
you know i don't know why they don't unless you have to spend a certain amou[nt]- i don't know but i notice that some of them don't even. look you know they just slide it in there and pass it back to you,AS,,real,,
Look the maket's not very good I know but,AS,,real,,
We can discuss thatMm Well Look QS fees are part of the seventy percent of the scaled fees Of course they are,AS,,real,,
"And it was a ridiculous situation,  so I went along and said er, look Jack er, we're going to go into the annual palaver, I mean, you know,  very high inflation.  And he had to do that every year in order to satisfy his stance his hat that he was wearing, that he was actually being the boss, and knocking the workers down, look I'm  holding down, what twenty-two",DIR,,real,,
"With an open conversation, she gained valuable insights and received a revised offer she couldn't refuse.",DM,,real,,
"So if you've got teenagers, sometimes you've kindly got to say to them, look just go away, I want to be quiet, sitting reading my book or whatever.",AS,,real,,
"Er but in our London office, apparently they do a lot of inheritance tax planning because of the size of estates, and they actually invite the children in, and say to the children look, you know, if erm you die, the estate will be devalued by forty thousand because of tax, er if you want to make provision the, the er the contract is still written on the erm, the erm individuals' lives, but it can then be erm  paid by the children, so your children can then pay the premiums.",AS,,real,,
"As I say, nowadays I get the information from you over the phone, and then when we've got somebody who said Oh no, it's only a small flat,  I've got this this and this and that's the big pieces of furniture, er if it's somebody that's done it on spec I say Well look give me a ring back in an hour if er when you've come off the phone you er there's something you've forgotten.",AS,,real,,
"Now I can't see why it doesn't make sense, but if Jim came to me and said, look Hugh, that's bloody silly.",AS,,real,,
"look.Right, really really wide",INTJ,,real,,
"Look and he's gone, up through there.",DIR,,real,,
She will in a minute. Oh look. ,INTJ,,real,,
"Oh, look. Mm Oh, look. What? Look, that he's into Well I mean he's no problem to me",DIR,,real,,
"But I said, well look, I think I'd better put it in my bag, don't you, it won't do any harm there.",AS,,real,,
"I rang yesterday I said, well look we've got the okay to palletize it now and he's quite happy about that.",AS,,real,,
You can have theYeah.That corporate standards would apply there.Look.Whether we like it or not,DIR,,real,,
"Look s s seriously the point the point I'm making is that for for most jobs of an average sort of size, what happens under A C E scale fees as I understand it, if I'm wrong I'm I stand corrected.",AS,,real,,
"Erm, we heard a great, he was a great erm, refratition So when Freud and Bullett say, look, Woodrow Wilson was a great refratition and you can see him doing this in his childhood.",AS,,real,,
Have you seen it Amy? Look! Ha. You can have it that way up,DIR,,real,,
the kids said gosh look how many of these bus drivers are women and i said you know that really is a good indication of some of the jobs that have been,DIR,,real,,
"But do you agree that we should put diplomatic pressure that George Bush should, the Europeans should, Douglas Hurd should, and say look guys whatever you do, if it, though were prepared to recognise you as an independent state, don't take it out on the Russians?",AS,,real,,
that you know because i mean look look in Dallas they're everywhere they were everywhere and then then they started being taken over by bigger bigger ones and then they just the bigger ones took on the little one's debt and then it it just snowballed,AS,,real,,
"Look, look at it this way.",DIR,,real,,
"So I said, well come on you've gotta be reasonable with me so I spoke to him last week and he says, look you didn't have one last year so I'll give you two.",AS,,real,,
"Cheerio. This way. This way, look.",AS,,real,,
"n order to ha to achieve one's goals, are you saying that how look well you've just got to assume that they were wrong  that they didn't mean what they said?",AS,,real,,
"Erm two things now have cropped up number one of course is that there's a fair chance within the next year we're gonna lose Bill anyway through civilianisation, and secondly er the fact that er his boss er Rick has said to him, look I don't want you going up a division any more to do erm A L O work, quite reasonably, he's not being funny about it, it's quite reasonable, cos its  mileage.",AS,,real,,
[laughter] and as near as i could tell seeing that was basically {antimetric} propaganda cause anyone who would say well look i can either buy a pound of something at four hundred sixty four point six grams which of course they couldn't weigh it out accurately anyway um,AS,,real,,
"Again I think if Freud and Bullitt were here today, they'd say, well look we did, in fact, have quite a lot of data, because I, Bullitt knew Wilson intimately for several years and worked with him, and er, Freud had rarely the stuff in erm, in all papers of Woodrow Wilson in the library of Congress or wherever they were, and he had a great deal of data.",AS,,real,,
look,AS,,real,,
"stop here, we'll we'll cross here look. I wonder why she likes me?",DIR,,real,,
Patients experienced improved health outcomes thanks to productive dialogue and shared decision-making regarding their care.,DIR,,real,,
I said Look I'm I really am very sorry.,AS,,real,,
"Look, here, can you see this",DIR,,real,,
Look will you promise you won't open that.,AS,,real,,
 lie down now. Look. He's coming in,DIR,,real,,
Well okay well look I I now I need a commitment.,AS,,real,,
"She's doing all these things really thrilled to bits, and I say, well look, you like this don't you?",AS,,real,,
"LOOK, they're coming out for paly time ",INTJ,,real,,
Look  puppy.,DIR,,real,,
"Those are the first ones you contact but you still have to sit down with one of the estate agents and say, Well look what sort of business do you give them?",AS,,real,,
"Erm  in terms of taking up their ideas, guiding them, encouraging them etcetera  an and saying look, you know, this is okay er er er I mean to an extent that would depend on how much military security there was in the area.",AS,,real,,
"But I said to Anne, Look I think you better get a doctor.",DM,,real,,
well great well look uh i know it's probably late for you uh enjoyed speaking with you have a good weekend bye-bye,AS,,real,,
"he hasn't, I got it back off him. Looke there it is. He just took it",DIR,,real,,
"So I asked them in the lodge like don't do any damage and Tom was in e he gave them a good lecture  so  and the lads in the lodge said, Well look you tell them as well not to do this attitude and perhaps you've seen it on these flumes when they saw a crowd that was there they were changing gear with the Land Rover and through you know like anybody in the way you'd be underneat",AS,,real,,
"Look, don't mess about.",AS,,real,,
"he's going in your seat ag , look, you don't, you, I've told you, you want your coats on",AS,,real,,
"It's, look we've got a problem haven't we, the problem is there's low, there's persistently low turn out in local government elections.",AS,,real,,
"Look, I don't want to insult your intelligence, I'm an Irishman right, we don't have a pile of that according to everybody, like ya know.",AS,,real,,
"Look, Grant! Just give me five minutes, okay?",AS,,real,,
"point on six, er and he believed that my need was that I could go back to my manager, and say, look I got him up to two point one, [...] .",AS,,real,,
 Look if I take my hair off  I'm gonna finish up with an old girl with a bloody Zimmer frame.,AS,,real,,
"Now, that's okay, I would do that, but it's much better I think to say, ‘Look, I'm sorry they're not there would you like to ring back when the board is open’, because they won't realise you're not switchboard.",AS,,real,,
Look we have got another meeting ...,AS,,real,,
yeah and then and then some some rich yo-yo walks in there who's buddies with the bank president saying look i want to borrow,DIR,,real,,
LOOK it'll be your bedtime  ,AS,,real,,
"Look, I understand your concerns, but let's consider the potential impact and innovation this work could bring — it may reshape our industry for the ",DM,,real,,
"Look, there's your little spade.",DIR,,real,,
"[laugh] But then he se he seemed then as if he'd think twice before he'd do anything  when he used to come in you know I er I said to him I said look  we used to call him in them days you know, now what did you that for?",AS,,real,,
"All that's doing is for the senior associates, saying well look, I've got such a large client bank I can't service them myself, so what should I be thinking of doing?",AS,,real,,
"and I think it's perhaps important to start with that we go with something that's a little bit open-ended that we can review in a years time er, perhaps a little bit later and say well look  we have shown that we can do it valuably er  the proof is in the pudding, it now beholds everybody to do it this way.",AS,,real,,
"Yes, okay, well look if you'd actually asked me before we started, I could have actually found the number.",AS,,real,,
"Well of course she came running to me, you see, and we immediately phoned for the doctor, you see but, however, and I said, look, phone for the doctor, I said, and then I said go across to the railway police just across the yard and I asked one of them to come to me and I said I will go up with her and be with her until the doctor arrived, er he was with her the police sergeant when she died.",AS,,real,,
"I suspect I suspect the local office probably won't because it was they  when I rang them here in Newark and I said, Look I'm about to go self-employed",AS,,real,,
"David Okay, look, I haven't actually had a copy. You've obviously got it there.",DM,,real,,
"I mean, that's no reason, but we shouldn't be sort of saying, well look let's not, lets all not do this booklet now",AS,,real,,
Look four shared out between twelve,AS,,real,,
All right well look I I you've er sort of selected and I I've got no problem with that although schools er I would have thought was ideal for as well as medical.,AS,,real,,
"oh, right, erm, look I'll have to go and get changed, or I'm gonna be late",AS,,real,,
Oh look his name's the same as the first person of America.,AS,,real,,
"Well I don't know,ha ha haven't you got a position where er as, as we began to, to see last week, there is this radicalization coming in but the, the  er i i it's the peasants who've moved to the left of the Party, you're right, that they are inappropriate to this very moderate policy of rent reduction  erm a tax on collaborators  land is being redistributed  and isn't saying right we,i i in the same way that, that Mao was identifying the problem in  in  , either you, you follow the masses or you, you lead them but, but thereof we are behind them  and a sense the Party has gotta recognize that, it's gotta catch up with the masses  and isn't that first paragraph saying look this is the way you should be going, that there are peasants who are redistributing the land and land reform is in effect taking place and that's what we want to see",AS,,real,,
"By opening up lines of communication, they resolved any lingering issues.",DM,,real,,
"So I rang him a bit later, Now look, we've got a weeks notice, we know it's gonna take some time.",DM,,real,,
"And er, later of course, he became the American Ambassador of Vienna, so Freud met him, but so, so, Bullett had a personal stake in this, but I must admit, er my own view was, was rather to admire Bullett for his stand, because it's a rare politician who stands up and says look, you know, we've been there, having made promises, we've broken all of them, and we ought to resign, or you ought to resign",AS,,real,,
could say to a parent but look the timetable says,DM,,real,,
"look Richard, Richard, I want you to put your coat on now anyway, coat on please now",AS,,real,,
"But also, look as those er, those short answers, now it's important that you answer the short answer questions well alright, because it's, it's a lot easier to get good marks on a short answer question, providing you do it well, than it is on a long answer question.",AS,,real,,
oh look! It's all bubbling up again. ,INTJ,,real,,
How do you spell look look,DIR,,real,,
"And  going on from that surely we argue that the May the fourth directive  came about or certainly was, was put out as this is what the peasants  three times the peasants had demanded land return  I E they were in advance of the Party, they were more radical, they, they were, in a way they were saying look this, this rent reduction is not enough  we want a much stronger programme, we actually want the land reform. ",AS,,real,,
"realism of the outputs I, I think what you're saying is, look, these might be okay but this one isn't",AS,,real,,
"Now here he is, look, see?",DIR,,real,,
What doesn't react very well out of that lot? Er carbon.Carbon.Well Look OxygenYou've got  three things in blast furnace gas,AS,,real,,
We said look we'll bring out a price guide,DM,,real,,
"Yeah, yes, no, very, look hold on",DM,,real,,
Look do you want to write on there and work that out.,AS,,real,,
"you see and ther I su I suppose there was about ten or a dozen girls behind the counter because it was early and late turn for them because you see we were open, you see, until ten o'clock at night, you see, and er then, well, anyway, after that erm I heard about this job going as Assistant Manageress at Cambridge  and er so I applied and the Manager said to me, I thought well I'll be here ten years, erm I can be here until I'm  you know, donkeys years and er so he said well look you may not get a job because he said that another girl coming from Norwich to go to",DM,,real,,
Look Sharon from Grantham is taking you on today.,AS,,real,,
i didn't even look uh see i'm living with two other people so when i when we break five hundred dollars in in in three ways,AS,,real,,
"What sort of, erm, pressure or involvement or leadership ought to be given, or wh , yeah, what pressure ought to be put on the business sector, in order that it should sort of, conform ... conform is not a very good word, in order, it's ability to to contribute to the voluntary sector, and engage with it, should not be based upon individual and enlightened examples, such as I B M's, but should pull upwards the rest of the business sector, in other words, should N C V O actually says to the business sector as a whole, look, we think globally this is what you ought to be doing",AS,,real,,
Look I said,AS,,real,,
"Now look, you can't have everything!",AS,,real,,
"You know, if not, you know, if you're very, very poor in a, in a rural area, you may think, well look, there's, there's this chance, no matter how, how slim of me getting a, sort of proper job in the urban area, thus you may well take that chance.",DM,,real,,
"The only erm exception and that's not even in your price structure, is that if somebody says, Look is there any chance I can have colour, that's the only place they can have it on the back copy back cover sorry.",AS,,real,,
"Hello Bryony! Look! Come one toy can come and yes, I'm in here as well",AS,,real,,
"What's happened Lisa Look, if I press those two fingers, can you see they go white?",DIR,,real,,
"I think what you could sensibly say, to them, is, Look, I gather you've had supply problems with",AS,,real,,
"With this new approach, she won approval for her concept and was given the green light to develop the product line.",DM,,real,,
"It's quite funny really because er I used to go off I had an agreement with the headmaster at that particular time and he'd h I'd been a full time teacher with him, and he needed somebody desperately, that was the only reason obviously he wanted me back, and er I said Well look I can come back but I can't get back in order to go to the assembly at first.",AS,,real,,
I like that look well I like this one if out out out f all of them ,AS,,real,,
"For example, erm, in erm, paranoia, delusions of persecution where people believe that [cough]  is plotting against them, and no matter what you do, erm, you know if you said well look, we can prove to you we are not plotting against you, the paranoic says to you, why do you want to prove this to me, if it's not true, you know.",AS,,real,,
Look you just move that round there,AS,,real,,
and even if you don't it's gonna c you know And er you get a few choice words and then eventually you say Well well look we'll go outside and sit outside for a few minutes and d and wait till you've decided what and don't forget i time you kn you kn,AS,,real,,
"Because they phone me up and said, Look we needed another half a page in this for us to get another hundred pound.",AS,,real,,
"Well the only think which erm, which erm  I I  and I said look  this er system  because no way  .",AS,,real,,
"Look, it's got a lovely little spirit stove underneath, it's got a boar hunt engraved right round the middle.",AS,,real,,
look you guys are all into car payments we haven't had car payments for so many years i love it this way,AS,,real,,
"Well look, we won't embarrass you by asking you to tell us what it is, but what we will do",AS,,real,,
"sorry they're extinct they are, look!that's like the one we bought in Edinburgh, remember? ",DIR,,real,,
"Look, see he's just  he pry trying to brake.",DIR,,real,,
"Now look, now, now just let me tell her this",DM,,real,,
Look that will happen to everybody in this room and everybody outside.,AS,,real,,
"But then you foil a new project to your expenditure and say look  if you want to do these  as indeed, you've expressed  then it's going to cost you so much",AS,,real,,
"But look, that'll make it minus five.",AS,,real,,
"What we've got to do is say, look, within the terms of the contract",AS,,real,,
"And say ‘look, part of growing up means that you're going to have to deal with nastiness’",AS,,real,,
"Essentially what you're saying is that a teacher who's actually teaching you ought to be able to say to that teacher ‘look, here's a package, if you like, that you can insert into your range of skills, and these are of things that you can do with children which are worthwhile doing and fairly easily for you to acquire skills yourself, and they will be very good and helpful for the children’.",DIR,,real,,
there is the backview look. I mean that's that's a backdoor,DIR,,real,,
yeah i'd never thought about that way i don't really look [laughter] i guess i ought to sometimes,AS,,real,,
we've that's that's the we're look we look it as as yeah we're living like this now but it's a short term investment for for a better lifestyle later on,AS,,real,,
"I say to them, ‘Look, don't start planning this whole thing on your own from the beginning.",AS,,real,,
Look what I'm saying,AS,,real,,
"And I said, Okay look, if I'm gonna say something to anybody, I want to have a look  show me what you're talking about.",AS,,real,,
but even i've said hey look you're fascinated with this you sit and listen to the Cowboys let me run in here and i'll do some things and i'll come back and you don't have to miss he'll say nah nah nah,AS,,real,,
"the teacher acts as a conscience  I I explained to them I'm not expecting them to make the child do the work, but to be their conscience so they can say look you've got three assessments coming in that week  if you leave it till Friday night you're up the creak without a paddle!",DIR,,real,,
"say to them ‘Look, I'm planning to try and do this work, but I don't just want to do this on my own, I want to take into account other people's views.’",AS,,real,,
"And in the closing pages of the book, he answers this  this er, problem, by saying, well look, er, you don't have to base morality, civilization, and social order on an illusion.",AS,,real,,
"And here she is older there, look, in the town.",DIR,,real,,
yknow look i'm doing really well look how wonderful everything is,AS,,real,,
"to me and say look I agreed and I will say to the other forms that they've go , they've all got",AS,,real,,
"Natalie look, look",DIR,,real,,
" they're starting to open.  Yeah Im just.  Look Grant, in a few days time ",AS,,real,,
"look, Have you been stealing your father's socks?",AS,,real,,
"look, you're going to spill that milk if you're not careful",AS,,real,,
"Well look, if if  you're wanting the next thing to do, I mean you've done that for seventh year",AS,,real,,
"What a strange place it was. LOOK here, look here Scott",DIR,,real,,
"Well look, I mean why don't I leave it to you to get in contact with",AS,,real,,
Look I cannot conceive of development taking place on this land without coming into conflict with those policies.,AS,,real,,
"So I, I always think it, feel it's a good idea to say to the stallholder, stallholder look, erm if I take this home and try it on and find it won't, doesn't fit can I bring it back?",AS,,real,,
"I mean i i i in a sense I think he was, he's been criticized unfairly for, for this because he  he, he copped all the blame for absolute egalitarianism, whereas in fact if, if you look at the details behind it he was aware of the dangers of encroachment on the middle peasant and was warning against that and saying look this shouldn't happen.",AS,,real,,
"Well look we we haven't been in the Army a year, so we've got to be in two more years before it comes our turn our turn to be demobilized, so we just might as well sign up for a couple year, get two months leave and twenty quid, because we shall do that if we don't.",AS,,real,,
Look can we do one show here we're doing two at the moment?,AS,,real,,
"to, because, one of the main points about the embarrassing er aspect, mainly boys sniggering and giggling, whatever, maybe some girls do, but it's mainly  er, males, I think a point to be made there is, it is a well known fact that boys took longer to mature emotionally than girls  and I think if it was a guy  a younger guy, maybe in his late twenties, early thirties teaching it, and if he had the sort of guts to turn round and the bravery to say  look son, what is it you're laughing at, what's so funny?",AS,,real,,
"Come and say bye-bye to mummy, look, cos she's in a hurry.",AS,,real,,
"On the industrial side, I mentioned to Steve last year at the end of last year saying, look it's coming up to",DM,,real,,
"Look, British Library Chambers I beg your pardon.",AS,,real,,
"look Richard, Richard, I want you to put your coat on now anyway, coat on please now",AS,,real,,
"Major quietly or to you quietly in some back room and said, Look I'm a bit bothered about this .",AS,,real,,
Look when you get as old as me you'll be I'll be glad to have a head like you.,AS,,real,,
"Look, slow down, or you're driving me mad.",AS,,real,,
"I mean I says, look I says, I'm not, I'm not saying you can't have your parties or whatever, I says but I says not in the bedrooms.",DM,,real,,
yknow look,DM,,real,,
Look look quite significant.,DIR,,real,,
"Right, and the background to that of course is, for those of you who may not know, Bullett was I suppose a more junior person in the State Department, when he went to Europe with Woodrow Wilson in nineteen eighteen, and nineteen whenever it was for a peace conference, and Bullett was the only one of the American delegation who resigned and confronted Wilson and said, look, you've gone back on the fourteen points, you're not doing what you said you would do",AS,,real,,
"Well I went and worked in a factory for about nine months I suppose, and the man himself, cos it was casting, brass castings, the man himself says, he says look son, this job's no good to you I'll tell you that.",AS,,real,,
"And whether it's male or female, so, number eight, and in fact, number nine as well, because number nine was that couple of questions I said look don't get confused, they are actually  [clears throat]",DM,,real,,
Their findings confirmed the validity of the new theory and led to significant advancements in their field.,DM,,real,,
"So we'll be saying, look these are the core sizes,",INTJ,,real,,
look what I've got! I founded you ,DIR,,real,,
"h it's not someth you know, it's not s something that I'm prepared to stick my neck out and say, Look you know, I I don't think that word ought to appear anywhere.",DM,,real,,
oh yeah you bet you bet and with computer technology now look how spooky it is for how accessible these things are,DIR,,real,,
"And the same thing, that if a major client like the Health and Safety Executive said to me, Ricky we're running a regional training week in the last week of November, and we want you for three days, you know, I, I don't say to them well look you know, well two of those days are catch up days, I can't possibly do it, why don't you move your whole regional training week to next week?",DM,,real,,
"Oh look, there's your spade, darling!",INTJ,,real,,
"No, no.Look.Natalie,Look.it's gonna look in my eye.",DIR,,real,,
the rest look [laughter],INTJ,,real,,
"I mean, James Frazer would have read her novel, cos I think that's all you can call it, Coming of Age in Samoa, because it's mainly fictional, he would've read her novelistic account, and then he would have compared it with other accounts, which had been published in German and other languages, and accounts of, of Samoans themselves, and he would have said, look there's something wrong here.",AS,,real,,
Er look erm Kids' County anyway who are they talking about?,AS,,real,,
"Oh Look Natalie.Behave, come on.Natalie look, look.",DIR,,real,,
"Well look the the one quarter part of it means,  find the fourth root of sixteen and then the three means cube your answer.",AS,,real,,
They're lovely. Like them. Oxfam. Not Oxfam. Look. Its even got. Aren't they nice,DIR,,real,,
"So we know, we should and remember of course that in the book Freud chooses two examples as Joy told me the church and the army ... and these are just examples and of course Freud chooses them partly because they're very big groups so they in some ways they er exemplify the principles he's talking about because clearly in a small group like this you could say well look, what is going on is really  I mean we all have, we all know each other and it's a face-to-face group and really what happens here is an  of the dynamics  group and I think it is actually.",AS,,real,,
"look, you're going to have it on the floor, will you hold it up straight please ... or I might have to scream, shall I scream?, it's alright Richard he didn't spill any",AS,,real,,
Eye's funny. Yeah. Now look it asks you for a certain number of things,AS,,real,,
I could be wrong.  Look!,AS,,real,,
"there is no better way, but er the problem with that is that, you know okay, you might get, you might get some peasants who say well we're really grateful, we'll go off and fight but some of them might just say no look, we've got some land I'm not gonna leave it, ",DM,,real,,
"Well look  why don't you just sketch it out on there so I know the sort of thing that yo  oh, you've got one have you?",AS,,real,,
Now that would not be what one would expect  er two months ago if I'd said well look you know that's  that's what the revolution's gonna bring about you would've said I don't believe you.,AS,,real,,
"We said to both of them, look you are quasi-government organizations who are sponsored by government departments there can only be one technical view",AS,,real,,
Look can you move over here look cos it's nearly our turn.,DIR,,real,,
"you've gotta think er think, it was like erm  one of the guys was saying oh I've got a real problem getting the names, I said well how do you ask and he said well look I'm in the people business John but I don't suppose you know anybody do you",AS,,real,,
[shouting] Look!,DIR,,real,,
"So I then rushed to the front of the building, I said Look, will you come in please?",AS,,real,,
"We've not only got to say to the government, that you're not coping  you've got to say, if you're a mother, a worker and a wife, you've got to say to your husband, look, I'm not coping.",AS,,real,,
and there were sounds of things breaking and you know you look you know we at one point we woke up to the sound of the uh the electric lines being ripped off our house and,AS,,real,,
