sample,function,label,source,cosine_dist_to_real,dist_bucket
"Well I don't know,ha ha haven't you got a position where er as, as we began to, to see last week, there is this radicalization coming in but the, the  er i i it's the peasants who've moved to the left of the Party, you're right, that they are inappropriate to this very moderate policy of rent reduction  erm a tax on collaborators  land is being redistributed  and isn't saying right we,i i in the same way that, that Mao was identifying the problem in  in  , either you, you follow the masses or you, you lead them but, but thereof we are behind them  and a sense the Party has gotta recognize that, it's gotta catch up with the masses  and isn't that first paragraph saying look this is the way you should be going, that there are peasants who are redistributing the land and land reform is in effect taking place and that's what we want to see",AS,,real,,
"point on six, er and he believed that my need was that I could go back to my manager, and say, look I got him up to two point one, [...] .",AS,,real,,
"h it's not someth you know, it's not s something that I'm prepared to stick my neck out and say, Look you know, I I don't think that word ought to appear anywhere.",DM,,real,,
but even i've said hey look you're fascinated with this you sit and listen to the Cowboys let me run in here and i'll do some things and i'll come back and you don't have to miss he'll say nah nah nah,AS,,real,,
"Erm  in terms of taking up their ideas, guiding them, encouraging them etcetera  an and saying look, you know, this is okay er er er I mean to an extent that would depend on how much military security there was in the area.",AS,,real,,
"Oh well I'll keep the insurance company  er I w er we will send them a little note in that case, saying look, you know, this is the case, it appears to be an innocent lesion she's just been finely checked over on the eighth of October, do you feel you can now proceed?",DM,,real,,
"But also, look as those er, those short answers, now it's important that you answer the short answer questions well alright, because it's, it's a lot easier to get good marks on a short answer question, providing you do it well, than it is on a long answer question.",AS,,real,,
and even if you don't it's gonna c you know And er you get a few choice words and then eventually you say Well well look we'll go outside and sit outside for a few minutes and d and wait till you've decided what and don't forget i time you kn you kn,AS,,real,,
Look how many times have I told you to stop swinging on the handle you're tipping it over.,AS,,real,,
"And I said to them, Look I've re-costed all this, this is your new price sorted, and he said, we can't see what price increase we made.",AS,,real,,
"No, Look ain't that 'orse going back where?  ",DIR,,real,,
"Those are the first ones you contact but you still have to sit down with one of the estate agents and say, Well look what sort of business do you give them?",AS,,real,,
"But then you foil a new project to your expenditure and say look  if you want to do these  as indeed, you've expressed  then it's going to cost you so much",AS,,real,,
"So we know, we should and remember of course that in the book Freud chooses two examples as Joy told me the church and the army ... and these are just examples and of course Freud chooses them partly because they're very big groups so they in some ways they er exemplify the principles he's talking about because clearly in a small group like this you could say well look, what is going on is really  I mean we all have, we all know each other and it's a face-to-face group and really what happens here is an  of the dynamics  group and I think it is actually.",AS,,real,,
"Er, because w er males because of er variance of male reproductive success, another way of looking at it is to say look, males are expendable, you don't actually need a lot of males to keep all your females fertilized so you can waste them, and in fact we do waste them, for example in wars.",AS,,real,,
[shouting] Look!,DIR,,real,,
"So if someone had come up to you, and said, Well look, you you bet three pound, to have a go and if you get a four aces, I'll give you a million pound, then it's worth it.",AS,,real,,
But then you foil a new project to your expenditure and say look if you want to do these as indeed,DIR,,real,,
yknow look,DM,,real,,
[noise] you know if we don't want that to happen all we have to do is just call the phone company and say look you know i want my name unlisted or i want my you know,AS,,real,,
"She said, well look, go back to your doctor she says.",AS,,real,,
"Now look, now, now just let me tell her this",DM,,real,,
"I mean o okay it's, it's a difficult area but I, I just don't believe the communications were that bad that he didn't know what was going on and wasn't in a position to say look this is wrong.",DM,,real,,
"sshh, look, there's Paul look, there's Paul cleaning his car",DIR,,real,,
Now that would not be what one would expect  er two months ago if I'd said well look you know that's  that's what the revolution's gonna bring about you would've said I don't believe you.,AS,,real,,
". Now th that, that if you like is, is the new strategy that he's putting to the Communist Party and he's saying look, you should recognize this is going on, there is a, there, there is a, a growing class basis to this and we must lead it because it is the way forward.",AS,,real,,
"look, one two three, up you go.",DIR,,real,,
yeah and then and then some some rich yo-yo walks in there who's buddies with the bank president saying look i want to borrow,DIR,,real,,
Look  you can read the questions.,INTJ,,real,,
"So I rang him a bit later, Now look, we've got a weeks notice, we know it's gonna take some time.",DM,,real,,
Look there's one that's not in there.,AS,,real,,
"I keep saying to him, look Colin, I said",DIR,,real,,
"Look, there's your little spade.",DIR,,real,,
"it's alright then, you've got fifty now look",DIR,,real,,
"We didn't make the decision to find out, look I've got a complimentary ticket, and perhaps I don't have to queue here, perhaps I might have to, but I'll go and find out.",AS,,real,,
"It started in the Autumn of eighty-eight, when Phil approached me and said, ‘Look, we would like to consider putting our services that we do offer to finance in a more effective way’, running alongside that was a project being run by Oxfordshire Health Authority where they were sending postal surveys to elderly people; people over the age of seventy erm sixty-five at one point, and were getting back a huge amount of information on their perceived needs.",AS,,real,,
"you see and ther I su I suppose there was about ten or a dozen girls behind the counter because it was early and late turn for them because you see we were open, you see, until ten o'clock at night, you see, and er then, well, anyway, after that erm I heard about this job going as Assistant Manageress at Cambridge  and er so I applied and the Manager said to me, I thought well I'll be here ten years, erm I can be here until I'm  you know, donkeys years and er so he said well look you may not get a job because he said that another girl coming from Norwich to go to",DM,,real,,
Look.Sorry.That 's what it says in the document,DIR,,real,,
"With an open conversation, she gained valuable insights and received a revised offer she couldn't refuse.",DM,,real,,
"Ah look, she's back.",DIR,,real,,
"No, no.Look.Natalie,Look.it's gonna look in my eye.",DIR,,real,,
Look you just move that round there,AS,,real,,
"And so what it does after the first ten minutes, it says, look I've had enough of this, what's the grey haired old bugger on about now, oh ,",AS,,real,,
Look  puppy.,DIR,,real,,
look what I've got! I founded you ,DIR,,real,,
"I mean it may well be we'll say in year seven, look the things we're looking for here and I want everybody to comment on is, A  er, how well they've settled down er  how well they're getting on with others  but there's no reason why you can't make those decisions.",AS,,real,,
"And the same thing, that if a major client like the Health and Safety Executive said to me, Ricky we're running a regional training week in the last week of November, and we want you for three days, you know, I, I don't say to them well look you know, well two of those days are catch up days, I can't possibly do it, why don't you move your whole regional training week to next week?",DM,,real,,
"Some people, Oh these  visitors and people used to say to me, Well now look, I said like that, visitors, I said like that, there's enough stuff for everybody.",DM,,real,,
"look Richard, Richard, I want you to put your coat on now anyway, coat on please now",AS,,real,,
"But I said, well look, I think I'd better put it in my bag, don't you, it won't do any harm there.",AS,,real,,
Oh look! Can you see the buds on the conker trees?,INTJ,,real,,
 lie down now. Look. He's coming in,DIR,,real,,
Well okay well look I I now I need a commitment.,AS,,real,,
that well it's not useless it just can't be sold as clear glass anymore back to the recycle places they say well uh you know look you already you've got and they have percentages you know,AS,,real,,
"I think I went down to most people to say they can't, but when you point out something to them, they say yes I can see that, look there's this as well and I think culturally er were led to believe if you don't succeed in it, erm but in actual fact I think that you all do, but perhaps I think the books do, either assess it and give it value or, or still allow it to happen",AS,,real,,
"Anyway look  Kids' County, where do you think we need Lillian?",AS,,real,,
"in the, in the sense that i if, if you look,i if you adopt a sort of retrospective view, I E if you look back from say  anything after nineteen forty nine and you say look, hold on erm  this was the final stage of the revolution.",AS,,real,,
I just wanted to  KNOW Well look when are we having our next tutorial?,DM,,real,,
well look i've enjoyed speaking with you,AS,,real,,
"I tell her and she says, well look, get another line from your doctor.",AS,,real,,
"you might've er  I mean you did it right, it could've been a bit stronger though, a bit more  punch to it, er punch isn't the right word erm, you know, well okay look what I'm really asking for Dave is your help, you know,  when people ask you to help what would you normally do, you'd help wouldn't you?",DM,,real,,
"Look and he's gone, up through there.",DIR,,real,,
How do you spell look look,DIR,,real,,
When I see them in the church I always talk to them and I said ‘Look have you got bottles?’ and sometimes they'll say yes and sometimes they'll say no.,AS,,real,,
the rest look [laughter],INTJ,,real,,
"that is, that is what, that is what exists to do, or one of the things that exists to do as the UK sales company our business is to give the projections for a particular piece of business, and if we see any other similar bits of business around it that's fine, that's, that needs to be added to it, but to give our vision of that particular piece of business, feed that into the marketing people in , and say, look, this is the situation if we go this way, this is what we think is going to happen, if we do this, this is going to happen, if we don't do this, this is what's going to happen, so that that can be fed into an overall picture, and they will come back, I presume, and say, right, we now have enough information to know that it's going to be worth =vesting, investing in production of sixteen double O fours in er Peter .",AS,,real,,
Look look quite significant.,DIR,,real,,
"I might be saying, look, it doesn't matter what proof I choose but you know, here is an interesting example of it.",AS,,real,,
"Come and say bye-bye to mummy, look, cos she's in a hurry.",AS,,real,,
you know look really,AS,,real,,
"audience.With this new approach, she received positive feedback on her presentation from both industry experts and laypeople alike.",DM,,real,,
"I mean, I can well recall in my own analysis with , of course, for the first six months she said nothing, and I used to get very frustrated, and say, look, what do you think of this?",AS,,real,,
Each collection is aimed at a very specific market.LookNo Hands!,DIR,,real,,
"n order to ha to achieve one's goals, are you saying that how look well you've just got to assume that they were wrong  that they didn't mean what they said?",AS,,real,,
"And he wasn't the sort of man what my mother could say, Now look this one's been naughty today will you chastise them?",AS,,real,,
"Look, I understand your concerns — let's present a clear, logical case for why this approach will benefit our company. By doing so, he gained support from peers and supervisors alike.",DM,,real,,
Ben   Look. What? I do a poo.,DIR,,real,,
"And so and we were bringing in deals and they were phoning the clients back and saying, Look yeah great alarm systems blah blah we have an alternative one cheaper",AS,,real,,
"Er but in our London office, apparently they do a lot of inheritance tax planning because of the size of estates, and they actually invite the children in, and say to the children look, you know, if erm you die, the estate will be devalued by forty thousand because of tax, er if you want to make provision the, the er the contract is still written on the erm, the erm individuals' lives, but it can then be erm  paid by the children, so your children can then pay the premiums.",AS,,real,,
"look, look, I, I , I've got to go because I've got another meeting to go to this evening, erm, what, what I, er what we need to do is to get this laid out clearly as to what our projections ar are",AS,,real,,
Patients experienced improved health outcomes thanks to productive dialogue and shared decision-making regarding their care.,DIR,,real,,
"a bit odd though, it's a bit pointless, as Unknown speaker Look",AS,,real,,
"Right, and the background to that of course is, for those of you who may not know, Bullett was I suppose a more junior person in the State Department, when he went to Europe with Woodrow Wilson in nineteen eighteen, and nineteen whenever it was for a peace conference, and Bullett was the only one of the American delegation who resigned and confronted Wilson and said, look, you've gone back on the fourteen points, you're not doing what you said you would do",AS,,real,,
Look! They've all opened out. Can you see all the new little leaves on the conker tree? ,DIR,,real,,
Now apparently what happened is I went up to him and said look I might have to do something with it.,AS,,real,,
"I mean, James Frazer would have read her novel, cos I think that's all you can call it, Coming of Age in Samoa, because it's mainly fictional, he would've read her novelistic account, and then he would have compared it with other accounts, which had been published in German and other languages, and accounts of, of Samoans themselves, and he would have said, look there's something wrong here.",AS,,real,,
"And it was a ridiculous situation,  so I went along and said er, look Jack er, we're going to go into the annual palaver, I mean, you know,  very high inflation.  And he had to do that every year in order to satisfy his stance his hat that he was wearing, that he was actually being the boss, and knocking the workers down, look I'm  holding down, what twenty-two",DIR,,real,,
"Sometimes the grown-ups say ‘well, look, this is just not the type of thing I want my child even to know about.",AS,,real,,
"Look, look at it this way.",DIR,,real,,
Look that will happen to everybody in this room and everybody outside.,AS,,real,,
We said look we'll bring out a price guide,DM,,real,,
"Erm you know, and these achievements, he's not saying that  you know re rev revolution's the way forward, he's actually saying look what's happened before under the",AS,,real,,
"And whether it's male or female, so, number eight, and in fact, number nine as well, because number nine was that couple of questions I said look don't get confused, they are actually  [clears throat]",DM,,real,,
"Erm, we heard a great, he was a great erm, refratition So when Freud and Bullett say, look, Woodrow Wilson was a great refratition and you can see him doing this in his childhood.",AS,,real,,
"to, because, one of the main points about the embarrassing er aspect, mainly boys sniggering and giggling, whatever, maybe some girls do, but it's mainly  er, males, I think a point to be made there is, it is a well known fact that boys took longer to mature emotionally than girls  and I think if it was a guy  a younger guy, maybe in his late twenties, early thirties teaching it, and if he had the sort of guts to turn round and the bravery to say  look son, what is it you're laughing at, what's so funny?",AS,,real,,
you know i don't know why they don't unless you have to spend a certain amou[nt]- i don't know but i notice that some of them don't even. look you know they just slide it in there and pass it back to you,AS,,real,,
Cos Grant's got lots and lots of books and  quite a lot now but she loves books and she takes care of them as well. Look!,DIR,,real,,
and the only way you know what i mean they say oh look this is great this this s[lices]- slices bread but they don't tell you that [noise] that it also mashes it at the same time and uh so that,AS,,real,,
"He said, Look, I'm his Dad, what did you pay the others?",AS,,real,,
"oh look I've got all the tissues are used up, I'll have to go upstairs, let's see if there's one in my shopping bag, your nose is streaming Bryony  you can't get out",AS,,real,,
Doesn’t look as if it’s going to be dry to me. Look! It's a little. I Know. Island ,DIR,,real,,
"Look I've been there, I've seen it  got the  here we are",AS,,real,,
If I can just endorse what Stewart was saying the Parish Council talked to me as their consultant for a while and said look it seems that that with the with the actions of the er County Council writing to the Secretary of State to preempt the call-in procedures and the attitude of the District Council that this thing might well get local planning permission.,AS,,real,,
"Yeah, okay, okay well look,",AS,,real,,
"Major quietly or to you quietly in some back room and said, Look I'm a bit bothered about this .",AS,,real,,
"What sort of, erm, pressure or involvement or leadership ought to be given, or wh , yeah, what pressure ought to be put on the business sector, in order that it should sort of, conform ... conform is not a very good word, in order, it's ability to to contribute to the voluntary sector, and engage with it, should not be based upon individual and enlightened examples, such as I B M's, but should pull upwards the rest of the business sector, in other words, should N C V O actually says to the business sector as a whole, look, we think globally this is what you ought to be doing",AS,,real,,
and you know but she's been really good and she hasn't really said much and i go well look you know today we're going to go out and get something so we went out and blew about a hundred bucks but you know for us that's a that's huge for me you know but you know some people do it every weekend,AS,,real,,
"So I said, well I I explained, now look, you were on an export price list now, one of the things Jerry didn't like ",AS,,real,,
I said Look I'm I really am very sorry.,AS,,real,,
"I said Well look, you go and get the policeman  I'll ring my solicitor up  and then we'll sort it out from there.",AS,,real,,
"So I asked them in the lodge like don't do any damage and Tom was in e he gave them a good lecture  so  and the lads in the lodge said, Well look you tell them as well not to do this attitude and perhaps you've seen it on these flumes when they saw a crowd that was there they were changing gear with the Land Rover and through you know like anybody in the way you'd be underneat",AS,,real,,
"And another way of showing how wealthy you were was to keep up with the fashion ‘look, I can afford to wear this year's dress, I'm not wearing last year's or the year before's’.",AS,,real,,
"oh, right, erm, look I'll have to go and get changed, or I'm gonna be late",AS,,real,,
Their findings confirmed the validity of the new theory and led to significant advancements in their field.,DM,,real,,
that you know because i mean look look in Dallas they're everywhere they were everywhere and then then they started being taken over by bigger bigger ones and then they just the bigger ones took on the little one's debt and then it it just snowballed,AS,,real,,
"I mean I says, look I says, I'm not, I'm not saying you can't have your parties or whatever, I says but I says not in the bedrooms.",DM,,real,,
"Extract it, but keep it in your room alphabetically  then if the maths department say, hey look, can we have a look at that during the ",AS,,real,,
"Had Darwin known about this you see Darwin could have turned on his critics and said, look, in the first place you're quite wrong about genetics, there is no  or at least there doesn't have to be  because mutations occur as errors or changes in the base sequences in, in the genetic code.",AS,,real,,
yeah i'd never thought about that way i don't really look [laughter] i guess i ought to sometimes,AS,,real,,
"Hello Bryony! Look! Come one toy can come and yes, I'm in here as well",AS,,real,,
could say to a parent but look the timetable says,DM,,real,,
Look I cannot conceive of development taking place on this land without coming into conflict with those policies.,AS,,real,,
and i think if they w[ould] i think if they would come back and say hey look this is wrong this is the way it should be done we're gonna give you some refunds and so forth and actually show an honest effort to be good on both sides of the fence we wanna collect as much tax we also wanna give back as much tax,AS,,real,,
So one of the things about qualifying er the surgery when you walk into them and say well look you know about the hundred pound per full page,AS,,real,,
"And in the closing pages of the book, he answers this  this er, problem, by saying, well look, er, you don't have to base morality, civilization, and social order on an illusion.",AS,,real,,
yeah that's uh you know it it it it could blow things right away for them you know unless they say well look i mean unless they walk it won't,DIR,,real,,
"Now here he is, look, see?",DIR,,real,,
Look the maket's not very good I know but,AS,,real,,
"Well look the the one quarter part of it means,  find the fourth root of sixteen and then the three means cube your answer.",AS,,real,,
we've that's that's the we're look we look it as as yeah we're living like this now but it's a short term investment for for a better lifestyle later on,AS,,real,,
So to get back to what we say er yeah I like to fix a date and if people phone up and say well look I've I've got something else or I've changed my mind I would rather have that than to have lots of paper work on my desk that just says may be or may be not.,AS,,real,,
"What a strange place it was. LOOK here, look here Scott",DIR,,real,,
"All that's doing is for the senior associates, saying well look, I've got such a large client bank I can't service them myself, so what should I be thinking of doing?",AS,,real,,
"You know, look, I did a deal with Mrs Thatcher in nineteen eighty six, that I wouldn't open up many of these issues, and if she sticks to the deal, I'll stick to the deal.",AS,,real,,
"And course he'd frightened himself and er I counted up to about eight, nine and ten I said to him, Look when you go inside that bloody gate now I said go straight into the office sit down and think for a minute where the hell are we all going to in this carry on?",AS,,real,,
Er look erm Kids' County anyway who are they talking about?,AS,,real,,
"And here she is older there, look, in the town.",DIR,,real,,
"Go and talk to them and say look, this is what we can provide to you.",AS,,real,,
"Look, don't mess about.",AS,,real,,
"It's, look we've got a problem haven't we, the problem is there's low, there's persistently low turn out in local government elections.",AS,,real,,
"So I then rushed to the front of the building, I said Look, will you come in please?",AS,,real,,
"With this new approach, she won approval for her concept and was given the green light to develop the product line.",DM,,real,,
LOOK! A Son of a White Horse  that your book from France mummy bought you ,DIR,,real,,
You can have theYeah.That corporate standards would apply there.Look.Whether we like it or not,DIR,,real,,
"And he uses a picture, he says, look, you're gonna come and you're, you're drawing this water  and you're gonna come back tomorrow and get some more, and the next day you'll come with your jugs and have some more water, and that's the story of your life, coming back again, and again, and again  but the, the water that I will give you, that won't be an external source outside of you, that's gonna be within you!",AS,,real,,
um and i and i recall when President Bush said that you know he said look he said i you know i'm sorry that you're opposed to the war there's a lot of us that are opposed to war but uh you're not helping the people that are over there by what you're doing and i remember a lot of it kind of stopped after that,AS,,real,,
"Now look, you can't have everything!",AS,,real,,
"Cheerio. This way. This way, look.",AS,,real,,
"Then they went on, so I said ‘Look I think it's time you went now’",AS,,real,,
"I said, well look, we intend to fax through to Roy saying, yes we want to do business with you.",AS,,real,,
"Because Derek will be able to say to me Look, do a letter to here.",DIR,,real,,
there is the backview look. I mean that's that's a backdoor,DIR,,real,,
"And er, later of course, he became the American Ambassador of Vienna, so Freud met him, but so, so, Bullett had a personal stake in this, but I must admit, er my own view was, was rather to admire Bullett for his stand, because it's a rare politician who stands up and says look, you know, we've been there, having made promises, we've broken all of them, and we ought to resign, or you ought to resign",AS,,real,,
oh yeah you bet you bet and with computer technology now look how spooky it is for how accessible these things are,DIR,,real,,
well great well look uh i know it's probably late for you uh enjoyed speaking with you have a good weekend bye-bye,AS,,real,,
Look Sharon from Grantham is taking you on today.,AS,,real,,
So where might you say  Okay look er what I'd like to do is  ask questions.,AS,,real,,
no apparently not because look how many years they've been doing that and look [laughter] i mean yeah,AS,,real,,
"Well now, what they've done something which I think if there  as I said to you in the first place, if they'd have run their cards  played their cards right, they could have said to that fellow ‘look you've got no rights to be here, we never gave you planning’  what's wrong with this planning people, they step here and they step there, there's",AS,,real,,
"Yes, look I'm sorry we've got to raise rents by nine and a half percent.",DM,,real,,
"Because they phone me up and said, Look we needed another half a page in this for us to get another hundred pound.",AS,,real,,
"Again I think if Freud and Bullitt were here today, they'd say, well look we did, in fact, have quite a lot of data, because I, Bullitt knew Wilson intimately for several years and worked with him, and er, Freud had rarely the stuff in erm, in all papers of Woodrow Wilson in the library of Congress or wherever they were, and he had a great deal of data.",AS,,real,,
Look no let me just tell you what the,DM,,real,,
"OhLook, it's just a wee light",DIR,,real,,
"Oh look, there's your spade, darling!",INTJ,,real,,
"We said to both of them, look you are quasi-government organizations who are sponsored by government departments there can only be one technical view",AS,,real,,
"[whispering] yeah, look yeah, I'm just  yeah, yeah []",DM,,real,,
"and I think it's perhaps important to start with that we go with something that's a little bit open-ended that we can review in a years time er, perhaps a little bit later and say well look  we have shown that we can do it valuably er  the proof is in the pudding, it now beholds everybody to do it this way.",AS,,real,,
"But it was then, it was from er  shop floor  that I  that the, when the  call went out for volunteers for, for the armed forces which initially was called Land Defence Volunteers, L D V, which eventually was broken down to  [laughing] look, duck and vanish army.",DIR,,real,,
"there is no better way, but er the problem with that is that, you know okay, you might get, you might get some peasants who say well we're really grateful, we'll go off and fight but some of them might just say no look, we've got some land I'm not gonna leave it, ",DM,,real,,
and then say well look the reason why I'm here is this,AS,,real,,
"look.Right, really really wide",INTJ,,real,,
"look in early nineteen forty eight  where we are,wh where the land reform process had taken the Communist Party  tt and then we could begin to look forward to  where policy was going to go from there in terms of the military, political, economic, ideological future  and what I'm going to do today to, to begin with anyway is, is to just consider where we are and where it is we're gonna go and in a sense we could, it might be helpful to, to put ourselves back in a position of being the central committee again",AS,,real,,
"Cos they would be going to their coach, or team or what have you, and saying, Look we want to.",AS,,real,,
"Look, here, can you see this",DIR,,real,,
"Look, I understand your concerns, but let's consider the potential impact and innovation this work could bring — it may reshape our industry for the ",DM,,real,,
They're lovely. Like them. Oxfam. Not Oxfam. Look. Its even got. Aren't they nice,DIR,,real,,
"And this an argument that's often put forward by the National Farmers Union, and other agricultural lobby groups, essentially erm, er, it's saying to sort of er, the European Community when they're price setting, look there's no point in you er, reducing agricultural product prices, cos all that's going to do is increase supply",AS,,real,,
"So we we well all I suggest is we get the three together after the meeting, John and our two men and say, well look, who's done it and if they haven't, see the other man when he comes on.",AS,,real,,
"What's happened Lisa Look, if I press those two fingers, can you see they go white?",DIR,,real,,
"I have to carry my tetanus card so that if I was er injured and unconscious and not being able to say that I've had the horse serum, the doctor thinking, Oh look look he's got lots of soil in that cut, er give him a quick injection of the horse serum, that could actually be fatal.",INTJ,,real,,
"realism of the outputs I, I think what you're saying is, look, these might be okay but this one isn't",AS,,real,,
kind of had the feeling along that uh why didn't she just tell him to straighten up [laughter] you know why didn't she just tell hi[m]- hey look {bucko} you don't get away with this nonsense [laughter],AS,,real,,
"Hi, John, it's that time of the year for us to talk about your pension, look I'm in your area next week, when can we get together?",AS,,real,,
"They talk to each other and say, Well look I've got I've got this guy how did you approach that?",AS,,real,,
What doesn't react very well out of that lot? Er carbon.Carbon.Well Look OxygenYou've got  three things in blast furnace gas,AS,,real,,
I could be wrong.  Look!,AS,,real,,
"Look, see he's just  he pry trying to brake.",DIR,,real,,
"They're the ones who are saying, Look.",DIR,,real,,
oh look catfish uh personally i like to catch large mouth bass and catfish because they fight the best,INTJ,,real,,
"hat, that's a sensible kind of conclusion to draw and perhaps this would meet Kirsty's point as well, because the  what you might be tempted to say is look erm, in our cultures we have, we have absorbed from our cultures ways of seeing the world, bits about history and things restructure our thoughts and even when we try and do something new, I'd say let's have a revolution everybody, put up your barricades, you know,  actually we had some great fun in the sixties with that erm the, when this happens there's a tendency to nevertheless do it in the traditional way, in other words although obviously the sixty eight revolution was about a completely different issue than the seventeen ninety eight revolution, it was very much later in history",AS,,real,,
"So I might be showing myself doing worst than I should be but, look, my actual come out about the same and so when I compare my actual with my planned, I get er, an answer which should approach one.",AS,,real,,
"They said look, if males can have greater reproductive success than females can, then parents who have some way of knowing that their offspring are gonna be particularly reproductively successful should invest in males, whereas if they have some way of knowing that their offspring are not gonna be particularly reproductively successful, they should invest in females.",AS,,real,,
"My suggestion is that penis envy evolved as a counter-tactic, to motivate little girls by saying look, anything that has a penis is probably getting something that you're not getting, you should envy it and compete with it, and try to get those resources for yourself.",AS,,real,,
"the teacher acts as a conscience  I I explained to them I'm not expecting them to make the child do the work, but to be their conscience so they can say look you've got three assessments coming in that week  if you leave it till Friday night you're up the creak without a paddle!",DIR,,real,,
"Now I'm minded at the moment to say, look, why should we pay a hundred pounds and pay all the, all the, all the refurbishment of that site, because they won't be able to develop it, there's no, there's no access to that land.",DM,,real,,
". that cadres would, would, would go into a village and they would say look erm  that is the normal yield for that bit of land.",AS,,real,,
"Well I went and worked in a factory for about nine months I suppose, and the man himself, cos it was casting, brass castings, the man himself says, he says look son, this job's no good to you I'll tell you that.",AS,,real,,
Oh look Natalie,AS,,real,,
"Now, that's okay, I would do that, but it's much better I think to say, ‘Look, I'm sorry they're not there would you like to ring back when the board is open’, because they won't realise you're not switchboard.",AS,,real,,
"She's doing all these things really thrilled to bits, and I say, well look, you like this don't you?",AS,,real,,
"in fact, erm anybody that says a lot of sensible things and says look  if people are asked to  er, to er  increase their giving by nought percent that me , it probab",AS,,real,,
Look when you get as old as me you'll be I'll be glad to have a head like you.,AS,,real,,
and uh she keeps saying she's never going to put her mother in one and i says hey look go around look at them they're totally different than your con[cept]- concept of what it was years ago,AS,,real,,
Look there's Kids' County Elizabeth where are we after?,AS,,real,,
"Essentially what you're saying is that a teacher who's actually teaching you ought to be able to say to that teacher ‘look, here's a package, if you like, that you can insert into your range of skills, and these are of things that you can do with children which are worthwhile doing and fairly easily for you to acquire skills yourself, and they will be very good and helpful for the children’.",DIR,,real,,
"So I said, well come on you've gotta be reasonable with me so I spoke to him last week and he says, look you didn't have one last year so I'll give you two.",AS,,real,,
yknow look i'm doing really well look how wonderful everything is,AS,,real,,
i need to go over there and just drive around and look it's,AS,,real,,
"you know, look, I always look through headlines and read what I'm interested, ",AS,,real,,
We can discuss thatMm Well Look QS fees are part of the seventy percent of the scaled fees Of course they are,AS,,real,,
"See there's the one trying to come out, look . Look. And he got straight in front there",DIR,,real,,
"Well look  why don't you just sketch it out on there so I know the sort of thing that yo  oh, you've got one have you?",AS,,real,,
"Should we not first see how this  or should we say, look let's go for it now because I mean you know, we've been going now some years, what another year because",INTJ,,real,,
"Yes, you see the thing is one appointment can cock up your whole system, because if it like you said, if one, if a customer does happen to call in and say, look I need somebody in here desperately, when do you want it, when it's smack in the middle, it's not the other side of the world, but you know he's in Nuneaton or something, well you still have to go out and see him .",AS,,real,,
