sample,function,label,source,cosine_dist_to_real,dist_bucket
"They talk to each other and say, Well look I've got I've got this guy how did you approach that?",AS,,real,,
"Now look, you can't have everything!",AS,,real,,
Look you just move that round there,AS,,real,,
You say well look I'm gonna approach this guy what sort of business are you gonna put his way or can you put his way.,AS,,real,,
We can discuss thatMm Well Look QS fees are part of the seventy percent of the scaled fees Of course they are,AS,,real,,
"I rang yesterday I said, well look we've got the okay to palletize it now and he's quite happy about that.",AS,,real,,
i how would you ruddy uh look uh but uh,INTJ,,real,,
"I mean it may well be we'll say in year seven, look the things we're looking for here and I want everybody to comment on is, A  er, how well they've settled down er  how well they're getting on with others  but there's no reason why you can't make those decisions.",AS,,real,,
"Essentially what you're saying is that a teacher who's actually teaching you ought to be able to say to that teacher ‘look, here's a package, if you like, that you can insert into your range of skills, and these are of things that you can do with children which are worthwhile doing and fairly easily for you to acquire skills yourself, and they will be very good and helpful for the children’.",DIR,,real,,
"So if you've got teenagers, sometimes you've kindly got to say to them, look just go away, I want to be quiet, sitting reading my book or whatever.",AS,,real,,
and then say well look the reason why I'm here is this,AS,,real,,
LOOK! A Son of a White Horse  that your book from France mummy bought you ,DIR,,real,,
"stop here, we'll we'll cross here look. I wonder why she likes me?",DIR,,real,,
"We said to both of them, look you are quasi-government organizations who are sponsored by government departments there can only be one technical view",AS,,real,,
"Of course you w of course you would Of course you would and it may be that what you will have to say is, Well look, erm I gave you the four per cent on the on the precision types and that that really has to stay, but by the time we by the time we've done all the analysis on the er on the popular metrics, it will work out that it is is is only two per cent.",DM,,real,,
no apparently not because look how many years they've been doing that and look [laughter] i mean yeah,AS,,real,,
"They should have got the solicitors in and said ‘look you've no rights to have been here, you walked on this common land without any permission at all, you built these",AS,,real,,
"And so and we were bringing in deals and they were phoning the clients back and saying, Look yeah great alarm systems blah blah we have an alternative one cheaper",AS,,real,,
LOOK DON’T DO THAT,AS,,real,,
"Now I'm minded at the moment to say, look, why should we pay a hundred pounds and pay all the, all the, all the refurbishment of that site, because they won't be able to develop it, there's no, there's no access to that land.",DM,,real,,
"Okay, well look  we are we are a little ahead of time and it, we're certainly gonna complete the business but, so on this particular occasion",AS,,real,,
"oh look I've got all the tissues are used up, I'll have to go upstairs, let's see if there's one in my shopping bag, your nose is streaming Bryony  you can't get out",AS,,real,,
"Look, I cannae give you one out of there though.",DM,,real,,
No I haven't done anything yet I'm on. Look I can't do it!,AS,,real,,
look,AS,,real,,
"it's alright then, you've got fifty now look",DIR,,real,,
"in the, in the sense that i if, if you look,i if you adopt a sort of retrospective view, I E if you look back from say  anything after nineteen forty nine and you say look, hold on erm  this was the final stage of the revolution.",AS,,real,,
Look do you want to write on there and work that out.,AS,,real,,
"Well I don't know,ha ha haven't you got a position where er as, as we began to, to see last week, there is this radicalization coming in but the, the  er i i it's the peasants who've moved to the left of the Party, you're right, that they are inappropriate to this very moderate policy of rent reduction  erm a tax on collaborators  land is being redistributed  and isn't saying right we,i i in the same way that, that Mao was identifying the problem in  in  , either you, you follow the masses or you, you lead them but, but thereof we are behind them  and a sense the Party has gotta recognize that, it's gotta catch up with the masses  and isn't that first paragraph saying look this is the way you should be going, that there are peasants who are redistributing the land and land reform is in effect taking place and that's what we want to see",AS,,real,,
"Yeah, yes, no, very, look hold on",DM,,real,,
She will in a minute. Oh look. ,INTJ,,real,,
"you see and ther I su I suppose there was about ten or a dozen girls behind the counter because it was early and late turn for them because you see we were open, you see, until ten o'clock at night, you see, and er then, well, anyway, after that erm I heard about this job going as Assistant Manageress at Cambridge  and er so I applied and the Manager said to me, I thought well I'll be here ten years, erm I can be here until I'm  you know, donkeys years and er so he said well look you may not get a job because he said that another girl coming from Norwich to go to",DM,,real,,
"Now I can't see why it doesn't make sense, but if Jim came to me and said, look Hugh, that's bloody silly.",AS,,real,,
i i think they ought to take them and uh and i don't know just have sort of like a uh a a manpower pool and say okay look we need somebody,AS,,real,,
"Mm, well look, what I'm going to say to you know is, time marches on, that, do you agree that we go ahead with what Lillian's suggesting?",AS,,real,,
"Okay well I tell you what, look if you'd like to stay on the line, I'm obviously not exactly floundering but I haven't got an answer off pat",AS,,real,,
Look we have got another meeting ...,AS,,real,,
If I can just endorse what Stewart was saying the Parish Council talked to me as their consultant for a while and said look it seems that that with the with the actions of the er County Council writing to the Secretary of State to preempt the call-in procedures and the attitude of the District Council that this thing might well get local planning permission.,AS,,real,,
"Look, I understand your concerns — let's present a clear, logical case for why this approach will benefit our company. By doing so, he gained support from peers and supervisors alike.",DM,,real,,
look what I've got! I founded you ,DIR,,real,,
"But I said to Anne, Look I think you better get a doctor.",DM,,real,,
peoples' families wouldn't would never stand for something like that they'd say look you need to take care of this you need to deal with this and now it's just,AS,,real,,
"Oh, look. Mm Oh, look. What? Look, that he's into Well I mean he's no problem to me",DIR,,real,,
" they're starting to open.  Yeah Im just.  Look Grant, in a few days time ",AS,,real,,
"Because they phone me up and said, Look we needed another half a page in this for us to get another hundred pound.",AS,,real,,
"look Richard, Richard, I want you to put your coat on now anyway, coat on please now",AS,,real,,
"Erm  in terms of taking up their ideas, guiding them, encouraging them etcetera  an and saying look, you know, this is okay er er er I mean to an extent that would depend on how much military security there was in the area.",AS,,real,,
"You know, if not, you know, if you're very, very poor in a, in a rural area, you may think, well look, there's, there's this chance, no matter how, how slim of me getting a, sort of proper job in the urban area, thus you may well take that chance.",DM,,real,,
When I see them in the church I always talk to them and I said ‘Look have you got bottles?’ and sometimes they'll say yes and sometimes they'll say no.,AS,,real,,
"And he wasn't the sort of man what my mother could say, Now look this one's been naughty today will you chastise them?",AS,,real,,
"Sometimes the grown-ups say ‘well, look, this is just not the type of thing I want my child even to know about.",AS,,real,,
"there is no better way, but er the problem with that is that, you know okay, you might get, you might get some peasants who say well we're really grateful, we'll go off and fight but some of them might just say no look, we've got some land I'm not gonna leave it, ",DM,,real,,
"to, because, one of the main points about the embarrassing er aspect, mainly boys sniggering and giggling, whatever, maybe some girls do, but it's mainly  er, males, I think a point to be made there is, it is a well known fact that boys took longer to mature emotionally than girls  and I think if it was a guy  a younger guy, maybe in his late twenties, early thirties teaching it, and if he had the sort of guts to turn round and the bravery to say  look son, what is it you're laughing at, what's so funny?",AS,,real,,
"Anyway look  Kids' County, where do you think we need Lillian?",AS,,real,,
"I have to carry my tetanus card so that if I was er injured and unconscious and not being able to say that I've had the horse serum, the doctor thinking, Oh look look he's got lots of soil in that cut, er give him a quick injection of the horse serum, that could actually be fatal.",INTJ,,real,,
Oh look! Can you see the buds on the conker trees?,INTJ,,real,,
Their findings confirmed the validity of the new theory and led to significant advancements in their field.,DM,,real,,
Look the maket's not very good I know but,AS,,real,,
"Now then I was going to ask one simple question and that is, has anyone thought about keep sending postcards to people, er if the, erm reply is going to be delayed in any way, because at least then the person if there's sufficiently good reference will be able to, phone up and say look you know, yes I'm not happy, it seems to me that that would be a way forward on that, erm.",AS,,real,,
"Yes, you see the thing is one appointment can cock up your whole system, because if it like you said, if one, if a customer does happen to call in and say, look I need somebody in here desperately, when do you want it, when it's smack in the middle, it's not the other side of the world, but you know he's in Nuneaton or something, well you still have to go out and see him .",AS,,real,,
Look! They've all opened out. Can you see all the new little leaves on the conker tree? ,DIR,,real,,
"Er, because w er males because of er variance of male reproductive success, another way of looking at it is to say look, males are expendable, you don't actually need a lot of males to keep all your females fertilized so you can waste them, and in fact we do waste them, for example in wars.",AS,,real,,
Look four shared out between twelve,AS,,real,,
"But I said, well look, I think I'd better put it in my bag, don't you, it won't do any harm there.",AS,,real,,
"Look and he's gone, up through there.",DIR,,real,,
oh look catfish uh personally i like to catch large mouth bass and catfish because they fight the best,INTJ,,real,,
"said look Ka Kath, gotta get to Plymouth tonight, I need to know.",AS,,real,,
"Hi, John, it's that time of the year for us to talk about your pension, look I'm in your area next week, when can we get together?",AS,,real,,
"look, you're going to spill that milk if you're not careful",AS,,real,,
Well look there's a finite amount of resource in the economy.,AS,,real,,
Look I said,AS,,real,,
I just wanted to  KNOW Well look when are we having our next tutorial?,DM,,real,,
"[whispering] yeah, look yeah, I'm just  yeah, yeah []",DM,,real,,
was saying he agreed with me and i said look even your dad thinks that in this case,AS,,real,,
"Ah look, she's back.",DIR,,real,,
"The worst one was when we were doing one on Women's Studies and I said look, let's have your title and let's have some kind of format",AS,,real,,
"David Okay, look, I haven't actually had a copy. You've obviously got it there.",DM,,real,,
um and i and i recall when President Bush said that you know he said look he said i you know i'm sorry that you're opposed to the war there's a lot of us that are opposed to war but uh you're not helping the people that are over there by what you're doing and i remember a lot of it kind of stopped after that,AS,,real,,
"Look, it's got a lovely little spirit stove underneath, it's got a boar hunt engraved right round the middle.",AS,,real,,
"Yeah I realize that but the thing is if we'd had a phone call to say look, we're going to be this late,",AS,,real,,
"LOOK, they're coming out for paly time ",INTJ,,real,,
"point on six, er and he believed that my need was that I could go back to my manager, and say, look I got him up to two point one, [...] .",AS,,real,,
"They will put their product before the public and say look come and stay at our hotel, come and place your caravan in our camping site and that's what we're after.",AS,,real,,
"Look, I understand your concerns, but let's consider the potential impact and innovation this work could bring — it may reshape our industry for the ",DM,,real,,
"My suggestion is that penis envy evolved as a counter-tactic, to motivate little girls by saying look, anything that has a penis is probably getting something that you're not getting, you should envy it and compete with it, and try to get those resources for yourself.",AS,,real,,
"And and you'd say, Oh look Mr my sole of my shoe's come loose.",INTJ,,real,,
"As I say, nowadays I get the information from you over the phone, and then when we've got somebody who said Oh no, it's only a small flat,  I've got this this and this and that's the big pieces of furniture, er if it's somebody that's done it on spec I say Well look give me a ring back in an hour if er when you've come off the phone you er there's something you've forgotten.",AS,,real,,
I've got this  Yeah yeah look ,AS,,real,,
"She's doing all these things really thrilled to bits, and I say, well look, you like this don't you?",AS,,real,,
"Erm two things now have cropped up number one of course is that there's a fair chance within the next year we're gonna lose Bill anyway through civilianisation, and secondly er the fact that er his boss er Rick has said to him, look I don't want you going up a division any more to do erm A L O work, quite reasonably, he's not being funny about it, it's quite reasonable, cos its  mileage.",AS,,real,,
